00:00:11.78 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      3810506 iteration: 18 offset: 0
00:00:12.42 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      3820345 iteration: 19 offset: 0
00:00:12.44 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     30723821 iteration: 19 offset: 0
00:00:12.42 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      3832192 iteration: 19 offset: 0
00:00:12.42 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      3825030 iteration: 19 offset: 0
00:00:13.05 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      3860561 iteration: 20 offset: 0
00:00:13.07 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     30156887 iteration: 20 offset: 0
00:00:13.05 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      3873189 iteration: 20 offset: 0
00:00:13.05 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      3878534 iteration: 20 offset: 0
00:00:13.68 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      3713368 iteration: 21 offset: 0
00:00:13.70 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     29226154 iteration: 21 offset: 0
00:00:13.68 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      3727076 iteration: 21 offset: 0
00:00:13.68 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      3722602 iteration: 21 offset: 0
00:00:14.32 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      4032699 iteration: 22 offset: 0
00:00:14.34 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     30852462 iteration: 22 offset: 0
00:00:14.32 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      4045757 iteration: 22 offset: 0
00:00:14.32 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      4039940 iteration: 22 offset: 0
00:00:14.95 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      3982666 iteration: 23 offset: 0
00:00:14.97 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     29923413 iteration: 23 offset: 0
00:00:14.95 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      3998353 iteration: 23 offset: 0
00:00:14.95 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      3995084 iteration: 23 offset: 0
00:00:15.58 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 3 cycle_count:      4096680 iteration: 24 offset: 0
00:00:15.60 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: sdvbs_stitch cores: 4 core: 0 cycle_count:     30179305 iteration: 24 offset: 0
00:00:15.58 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 2 cycle_count:      4115063 iteration: 24 offset: 0
00:00:15.58 CoRunners: CYCLECOUNT label: CIRCLE_PI4_BENCH_SDVBS_STITCH_CORES4_MEMORYPROFILE_INPUTSIZE100 config_series: '3111' config_benchmarks: '4222' benchmark: linear_array_write cores: 4 core: 1 cycle_count:      4108554 iteration: 24 offset: 0
